Post_ID,Date_Posted,Reach,Likes,Comments,Shares,Duration_Seconds,Hashtags_Count,Caption_Length,Post_Hour,Total_Engagement,Engagement_Rate,Like_Ratio,Comment_Ratio,Share_Ratio,Year,Month,Day,DayOfWeek,Weekend,Quarter,WeekOfYear,Time_Category,Peak_Hours,Post_Hour_Category,Content_Type,Hashtag_Category,Caption_Category,Reach_Category,Engagement_Category,Comments_Per_Like,Shares_Per_Like,Virality_Score
273,2024-09-30,22308.0,1237.0,28.0,19.0,47.0,4,76.0,20,1284.0,0.05755782678859602,0.05545095929711314,0.0012551551013089475,0.0008517123901739287,2024,9,30,0,0,3,40,Evening,1,20:00,Medium,Moderate,Long,High,Very_High,0.02263540824575586,0.015359741309620048,0.05335489086499596
274,2024-10-01,26007.0,1500.0,16.0,22.0,51.0,4,72.0,20,1538.0,0.059137924404967894,0.05767677932864229,0.0006152189795055178,0.0008459260968200869,2024,10,1,1,0,4,40,Evening,1,20:00,Medium,Moderate,Long,Very_High,Very_High,0.010666666666666666,0.014666666666666666,0.04
275,2024-10-02,21100.0,967.0,19.0,23.0,102.0,14,34.0,10,1009.0,0.04781990521327014,0.045829383886255924,0.0009004739336492891,0.001090047393364929,2024,10,2,2,0,4,40,Morning,1,10:00,Long,Excessive,Medium,High,Medium,0.01964839710444674,0.023784901758014478,0.0672182006204757
276,2024-10-03,19860.0,969.0,11.0,27.0,32.0,15,17.0,10,1007.0,0.05070493454179255,0.04879154078549849,0.000553877139979859,0.0013595166163141994,2024,10,3,3,0,4,40,Morning,1,10:00,Medium,Excessive,Short,Medium,Medium,0.011351909184726523,0.02786377708978328,0.06707946336429309
277,2024-10-04,22883.0,1121.0,29.0,31.0,91.0,8,68.0,10,1181.0,0.05161036577371848,0.04898833194948215,0.0012673163483808941,0.0013547174758554385,2024,10,4,4,0,4,40,Morning,1,10:00,Long,Many,Long,High,High,0.025869759143621766,0.027653880463871544,0.08117752007136485
278,2024-10-05,19715.0,942.0,18.0,17.0,68.0,14,42.0,15,977.0,0.04955617550088765,0.04778087750443825,0.0009130103981739792,0.0008622875982754249,2024,10,5,5,1,4,40,Afternoon,1,15:00,Long,Excessive,Medium,Medium,Medium,0.01910828025477707,0.018046709129511677,0.055201698513800426
279,2024-10-06,18463.0,922.0,16.0,30.0,51.0,4,21.0,21,968.0,0.05242918268970373,0.04993771326436657,0.0008665980609868385,0.0016248713643503222,2024,10,6,6,1,4,40,Evening,1,21:00,Medium,Moderate,Medium,Medium,Medium,0.01735357917570499,0.03253796095444685,0.0824295010845987
280,2024-10-07,20757.0,1015.0,22.0,23.0,34.0,14,23.0,21,1060.0,0.051067109890639305,0.04889916654622537,0.0010598834128245894,0.0011080599315893434,2024,10,7,0,0,4,41,Evening,1,21:00,Medium,Excessive,Medium,Medium,High,0.02167487684729064,0.022660098522167486,0.06699507389162561
281,2024-10-08,22209.0,1097.0,25.0,42.0,31.0,9,33.0,15,1164.0,0.052411184654869644,0.0493943896618488,0.0011256697735152416,0.0018911252195056058,2024,10,8,1,0,4,41,Afternoon,1,15:00,Medium,Many,Medium,High,High,0.022789425706472195,0.03828623518687329,0.09936189608021878
282,2024-10-09,15692.0,600.0,15.0,40.0,74.0,11,65.0,21,655.0,0.04174101452969666,0.03823604384399694,0.0009559010960999235,0.0025490695895997962,2024,10,9,2,0,4,41,Evening,1,21:00,Long,Excessive,Long,Low,Low,0.025,0.06666666666666667,0.15833333333333333
283,2024-10-10,22020.0,1100.0,24.0,28.0,48.0,12,61.0,10,1152.0,0.05231607629427793,0.049954586739327886,0.0010899182561307902,0.0012715712988192551,2024,10,10,3,0,4,41,Morning,1,10:00,Medium,Excessive,Long,High,High,0.02181818181818182,0.025454545454545455,0.07272727272727272
284,2024-10-11,21960.0,1087.0,11.0,38.0,35.0,14,24.0,21,1136.0,0.051730418943533696,0.04949908925318761,0.0005009107468123862,0.0017304189435336976,2024,10,11,4,0,4,41,Evening,1,21:00,Medium,Excessive,Medium,High,High,0.010119595216191352,0.034958601655933765,0.08003679852805888
285,2024-10-12,14404.0,673.0,19.0,27.0,47.0,6,46.0,18,719.0,0.04991668980838656,0.04672313246320466,0.001319078033879478,0.001874479311302416,2024,10,12,5,1,4,41,Afternoon,1,18:00,Medium,Moderate,Medium,Low,Low,0.02823179791976226,0.04011887072808321,0.10846953937592868
286,2024-10-13,22933.0,1184.0,25.0,29.0,73.0,6,28.0,15,1238.0,0.053983342781145076,0.051628657393276066,0.0010901321240134303,0.0012645532638555794,2024,10,13,6,1,4,41,Afternoon,1,15:00,Long,Moderate,Medium,High,Very_High,0.021114864864864864,0.024493243243243243,0.07010135135135136
287,2024-10-14,20604.0,876.0,11.0,44.0,78.0,14,55.0,10,931.0,0.045185400893030477,0.0425160163075131,0.000533876917103475,0.0021355076684139,2024,10,14,0,0,4,42,Morning,1,10:00,Long,Excessive,Long,Medium,Medium,0.012557077625570776,0.0502283105022831,0.11301369863013698
288,2024-10-15,19674.0,866.0,24.0,28.0,113.0,12,39.0,12,918.0,0.04666056724611162,0.044017485005591134,0.001219884111009454,0.0014231981295110298,2024,10,15,1,0,4,42,Morning,1,12:00,Long,Excessive,Medium,Medium,Medium,0.02771362586605081,0.03233256351039261,0.09237875288683603
289,2024-10-16,24304.0,1198.0,29.0,41.0,90.0,3,12.0,21,1268.0,0.0521724818959842,0.04929229756418697,0.0011932192231731403,0.0016869651086240949,2024,10,16,2,0,4,42,Evening,1,21:00,Long,Few,Short,Very_High,Very_High,0.024207011686143573,0.034223706176961605,0.09265442404006678
290,2024-10-17,19154.0,911.0,12.0,30.0,106.0,5,19.0,12,953.0,0.049754620444815705,0.04756186697295604,0.000626500991959904,0.0015662524798997599,2024,10,17,3,0,4,42,Morning,1,12:00,Long,Moderate,Short,Medium,Medium,0.013172338090010977,0.03293084522502744,0.07903402854006586
291,2024-10-18,19367.0,920.0,20.0,22.0,108.0,9,27.0,22,962.0,0.04967212268291424,0.04750348531006351,0.0010326844632622503,0.0011359529095884753,2024,10,18,4,0,4,42,Evening,1,22:00,Long,Many,Medium,Medium,Medium,0.021739130434782608,0.02391304347826087,0.06956521739130435
292,2024-10-19,21935.0,1185.0,27.0,20.0,23.0,10,42.0,15,1232.0,0.056165944837018464,0.05402325051287896,0.0012309095053567357,0.0009117848187827673,2024,10,19,5,1,4,42,Afternoon,1,15:00,Short,Many,Medium,High,Very_High,0.02278481012658228,0.016877637130801686,0.056540084388185655
293,2024-10-20,19340.0,1017.0,20.0,33.0,22.0,4,62.0,10,1070.0,0.05532574974146846,0.052585315408479834,0.001034126163391934,0.0017063081695966908,2024,10,20,6,1,4,42,Morning,1,10:00,Short,Moderate,Long,Medium,High,0.01966568338249754,0.032448377581120944,0.08456243854473942
294,2024-10-21,19293.0,996.0,16.0,31.0,60.0,3,26.0,21,1043.0,0.05406105841496916,0.05162494168869538,0.0008293163323485202,0.0016068003939252579,2024,10,21,0,0,4,43,Evening,1,21:00,Medium,Few,Medium,Medium,Medium,0.01606425702811245,0.03112449799196787,0.0783132530120482
295,2024-10-22,16867.0,861.0,29.0,22.0,21.0,4,27.0,18,912.0,0.05407007766644928,0.051046422007470206,0.0017193336100077073,0.0013043220489713642,2024,10,22,1,0,4,43,Afternoon,1,18:00,Short,Moderate,Medium,Low,Medium,0.03368176538908246,0.025551684088269456,0.08478513356562137
296,2024-10-23,21361.0,1073.0,25.0,36.0,66.0,4,55.0,22,1134.0,0.05308740227517438,0.05023173072421703,0.0011703571930153083,0.0016853143579420439,2024,10,23,2,0,4,43,Evening,1,22:00,Long,Moderate,Long,High,High,0.023299161230195712,0.033550792171481825,0.09040074557315937
297,2024-10-24,18178.0,880.0,23.0,26.0,26.0,13,75.0,22,929.0,0.05110573220376279,0.04841016613488833,0.0012652657057982176,0.001430300363076246,2024,10,24,3,0,4,43,Evening,1,22:00,Short,Excessive,Long,Low,Medium,0.026136363636363635,0.029545454545454545,0.08522727272727272
298,2024-10-25,20702.0,929.0,24.0,40.0,59.0,14,40.0,10,993.0,0.0479663800598976,0.04487489131484881,0.0011593082793932953,0.0019321804656554922,2024,10,25,4,0,4,43,Morning,1,10:00,Medium,Excessive,Medium,Medium,Medium,0.02583423035522067,0.04305705059203445,0.11194833153928956
299,2024-10-26,18608.0,932.0,12.0,21.0,116.0,3,55.0,21,965.0,0.05185941530524506,0.0500859845227859,0.0006448839208942391,0.0011285468615649184,2024,10,26,5,1,4,43,Evening,1,21:00,Long,Few,Long,Medium,Medium,0.012875536480686695,0.022532188841201718,0.05793991416309013
300,2024-10-27,28502.0,1396.0,20.0,35.0,116.0,14,76.0,8,1451.0,0.05090870816083082,0.04897901901620939,0.0007017051434987018,0.0012279840011227283,2024,10,27,6,1,4,43,Morning,1,,Long,Excessive,Long,Very_High,Very_High,0.014326647564469915,0.025071633237822348,0.06446991404011461
301,2024-10-28,15943.0,661.0,17.0,24.0,61.0,15,51.0,12,702.0,0.0440318635137678,0.0414602019695164,0.001066298689079847,0.0015053628551715487,2024,10,28,0,0,4,44,Morning,1,12:00,Long,Excessive,Long,Low,Low,0.025718608169440244,0.036308623298033284,0.09833585476550681
302,2024-10-29,20742.0,1025.0,29.0,27.0,50.0,10,50.0,10,1081.0,0.05211647864236814,0.04941664256098737,0.0013981293992864718,0.0013017066820943013,2024,10,29,1,0,4,44,Morning,1,10:00,Medium,Many,Medium,Medium,High,0.02829268292682927,0.026341463414634145,0.08097560975609756
303,2024-10-30,14990.0,600.0,24.0,33.0,69.0,8,75.0,15,657.0,0.043829219479653105,0.0400266844563042,0.0016010673782521682,0.002201467645096731,2024,10,30,2,0,4,44,Afternoon,1,15:00,Long,Many,Long,Low,Low,0.04,0.055,0.15
304,2024-10-31,30458.0,1612.5,16.0,32.0,113.0,8,57.0,22,1660.5,0.054517696500098495,0.05294175586052925,0.0005253135465230809,0.0010506270930461619,2024,10,31,3,0,4,44,Evening,1,22:00,Long,Many,Long,Very_High,Very_High,0.00992248062015504,0.01984496124031008,0.04961240310077519
305,2024-11-01,17154.0,843.0,22.0,21.0,42.0,7,42.0,20,886.0,0.05164976098869069,0.04914305701294159,0.0012824997085227935,0.001224204267226303,2024,11,1,4,0,4,44,Evening,1,20:00,Medium,Many,Medium,Low,Low,0.02609727164887307,0.02491103202846975,0.07591933570581258
306,2024-11-02,22263.0,960.0,14.0,46.0,119.0,11,23.0,15,1020.0,0.045815927772537395,0.043120873197682257,0.0006288460674661995,0.002066208507388941,2024,11,2,5,1,4,44,Afternoon,1,15:00,Long,Excessive,Medium,High,Medium,0.014583333333333334,0.04791666666666667,0.11041666666666666
307,2024-11-03,14303.0,600.0,23.0,10.0,69.0,14,29.0,20,633.0,0.044256449695868,0.04194924141788436,0.0016080542543522338,0.000699154023631406,2024,11,3,6,1,4,44,Evening,1,20:00,Long,Excessive,Medium,Low,Low,0.03833333333333333,0.016666666666666666,0.07166666666666667
308,2024-11-04,21830.0,929.0,29.0,42.0,109.0,10,51.0,10,1000.0,0.04580852038479157,0.04255611543747137,0.0013284470911589556,0.001923957856161246,2024,11,4,0,0,4,45,Morning,1,10:00,Long,Many,Long,High,Medium,0.031216361679224973,0.04520990312163617,0.1216361679224973
309,2024-11-05,19029.0,860.0,10.0,41.0,43.0,14,75.0,22,911.0,0.04787429712544012,0.04519417730831888,0.0005255136896316149,0.002154606127489621,2024,11,5,1,0,4,45,Evening,1,22:00,Medium,Excessive,Long,Medium,Medium,0.011627906976744186,0.047674418604651166,0.10697674418604651
310,2024-11-06,20226.0,963.0,27.0,29.0,90.0,4,31.0,18,1019.0,0.05038069811134184,0.0476119845743103,0.0013349154553544942,0.0014337980816770493,2024,11,6,2,0,4,45,Afternoon,1,18:00,Long,Moderate,Medium,Medium,Medium,0.028037383177570093,0.030114226375908618,0.08826583592938733
311,2024-11-07,26221.0,1300.0,24.0,29.0,104.0,10,13.0,12,1353.0,0.051599862705465085,0.0495785820525533,0.0009152968994317532,0.0011059837534800351,2024,11,7,3,0,4,45,Morning,1,12:00,Long,Many,Short,Very_High,Very_High,0.018461538461538463,0.022307692307692306,0.06307692307692307
312,2024-11-08,20880.0,986.0,21.0,19.0,113.0,12,33.0,12,1026.0,0.04913793103448276,0.04722222222222222,0.0010057471264367816,0.0009099616858237548,2024,11,8,4,0,4,45,Morning,1,12:00,Long,Excessive,Medium,High,Medium,0.02129817444219067,0.019269776876267748,0.059837728194726165
313,2024-11-09,15146.0,704.0,20.0,33.0,22.0,8,23.0,15,757.0,0.049980192790175626,0.04648091905453585,0.001320480654958405,0.002178793080681368,2024,11,9,5,1,4,45,Afternoon,1,15:00,Short,Many,Medium,Low,Low,0.028409090909090908,0.046875,0.12215909090909091
314,2024-11-10,23100.0,1181.0,11.0,32.0,116.0,4,32.0,10,1224.0,0.052987012987012985,0.05112554112554112,0.0004761904761904762,0.0013852813852813853,2024,11,10,6,1,4,45,Morning,1,10:00,Long,Moderate,Medium,High,Very_High,0.009314140558848433,0.027095681625740897,0.06350550381033022
315,2024-11-11,22640.0,1076.0,23.0,39.0,25.0,14,18.0,18,1138.0,0.050265017667844525,0.047526501766784454,0.0010159010600706714,0.0017226148409893993,2024,11,11,0,0,4,46,Afternoon,1,18:00,Short,Excessive,Short,High,High,0.02137546468401487,0.0362453531598513,0.09386617100371747
316,2024-11-12,18538.0,981.0,21.0,16.0,21.0,9,28.0,10,1018.0,0.05491423022979825,0.052918329916927395,0.001132808285683461,0.0008630920271873989,2024,11,12,1,0,4,46,Morning,1,10:00,Short,Many,Medium,Medium,Medium,0.021406727828746176,0.0163098878695209,0.05402650356778797
317,2024-11-13,15232.0,616.0,27.0,36.0,42.0,12,24.0,15,679.0,0.04457720588235294,0.04044117647058824,0.0017725840336134454,0.0023634453781512603,2024,11,13,2,0,4,46,Afternoon,1,15:00,Medium,Excessive,Medium,Low,Low,0.04383116883116883,0.05844155844155844,0.16071428571428573
318,2024-11-14,18448.0,904.0,11.0,25.0,21.0,14,16.0,12,940.0,0.05095403295750217,0.049002601908065914,0.0005962705984388552,0.001355160450997398,2024,11,14,3,0,4,46,Morning,1,12:00,Short,Excessive,Short,Medium,Medium,0.012168141592920354,0.02765486725663717,0.06747787610619468
319,2024-11-15,20886.0,917.0,28.0,28.0,98.0,13,24.0,10,973.0,0.04658623001053337,0.04390500813942354,0.001340610935554917,0.001340610935554917,2024,11,15,4,0,4,46,Morning,1,10:00,Long,Excessive,Medium,High,Medium,0.030534351145038167,0.030534351145038167,0.0916030534351145
320,2024-11-16,25740.0,1260.0,20.0,37.0,64.0,13,44.0,20,1317.0,0.051165501165501164,0.04895104895104895,0.000777000777000777,0.0014374514374514375,2024,11,16,5,1,4,46,Evening,1,20:00,Long,Excessive,Medium,Very_High,Very_High,0.015873015873015872,0.029365079365079365,0.0746031746031746
321,2024-11-17,22369.0,1092.0,16.0,40.0,87.0,4,18.0,10,1148.0,0.05132102463230363,0.0488175600160937,0.0007152756046314095,0.0017881890115785239,2024,11,17,6,1,4,46,Morning,1,10:00,Long,Moderate,Short,High,High,0.014652014652014652,0.03663003663003663,0.08791208791208792
322,2024-11-18,27993.0,1497.0,22.0,28.0,46.0,11,71.0,8,1547.0,0.0552638159539885,0.05347765512806773,0.000785910763405137,0.001000250062515629,2024,11,18,0,0,4,47,Morning,1,,Medium,Excessive,Long,Very_High,Very_High,0.014696058784235137,0.018704074816299265,0.052104208416833664
323,2024-11-19,15845.0,728.0,10.0,30.0,74.0,6,30.0,10,768.0,0.048469548753550015,0.04594509308930262,0.0006311139160618492,0.0018933417481855476,2024,11,19,1,0,4,47,Morning,1,10:00,Long,Moderate,Medium,Low,Low,0.013736263736263736,0.04120879120879121,0.09615384615384616
324,2024-11-20,20238.0,989.0,28.0,39.0,41.0,4,32.0,12,1056.0,0.05217906907797213,0.04886846526336595,0.0013835359225219882,0.0019270678920841982,2024,11,20,2,0,4,47,Morning,1,12:00,Medium,Moderate,Medium,Medium,High,0.028311425682507583,0.03943377148634985,0.10717896865520728
325,2024-11-21,15637.0,600.0,24.0,27.0,81.0,15,33.0,12,651.0,0.04163202660356846,0.03837053143186033,0.0015348212572744132,0.001726673914433715,2024,11,21,3,0,4,47,Morning,1,12:00,Long,Excessive,Medium,Low,Low,0.04,0.045,0.13
326,2024-11-22,25376.0,1263.0,20.0,35.0,48.0,15,46.0,20,1318.0,0.051938839848675915,0.04977143757881463,0.0007881462799495586,0.0013792559899117277,2024,11,22,4,0,4,47,Evening,1,20:00,Medium,Excessive,Medium,Very_High,Very_High,0.01583531274742676,0.027711797307996833,0.07125890736342043
327,2024-11-23,30218.0,1536.0,10.0,40.0,107.0,11,43.0,12,1586.0,0.0524852736779403,0.05083063074988418,0.0003309285856112251,0.0013237143424449005,2024,11,23,5,1,4,47,Morning,1,12:00,Long,Excessive,Medium,Very_High,Very_High,0.006510416666666667,0.026041666666666668,0.05859375
328,2024-11-24,19290.0,874.0,10.0,39.0,86.0,10,11.0,22,923.0,0.04784862623120788,0.04530844997407983,0.0005184033177812338,0.002021772939346812,2024,11,24,6,1,4,47,Evening,1,22:00,Long,Many,Short,Medium,Medium,0.011441647597254004,0.04462242562929062,0.10068649885583524
329,2024-11-25,24254.0,1127.0,27.0,43.0,36.0,15,63.0,20,1197.0,0.04935268409334543,0.0464665622165416,0.0011132184381957616,0.0017729034386080647,2024,11,25,0,0,4,48,Evening,1,20:00,Medium,Excessive,Long,Very_High,High,0.023957409050576754,0.038154392191659274,0.1002661934338953
330,2024-11-26,22629.0,1125.0,23.0,33.0,46.0,12,52.0,20,1181.0,0.05218966812497238,0.04971496751955455,0.001016394891510893,0.0014583057139069336,2024,11,26,1,0,4,48,Evening,1,20:00,Medium,Excessive,Long,High,High,0.020444444444444446,0.029333333333333333,0.0791111111111111
331,2024-11-27,19008.0,909.0,23.0,32.0,51.0,9,73.0,8,964.0,0.050715488215488214,0.047821969696969696,0.001210016835016835,0.0016835016835016834,2024,11,27,2,0,4,48,Morning,1,,Medium,Many,Long,Medium,Medium,0.025302530253025302,0.0352035203520352,0.09570957095709572
332,2024-11-28,21403.0,1049.0,18.0,34.0,87.0,7,44.0,21,1101.0,0.05144138672148764,0.04901182077278886,0.0008410035976265009,0.0015885623510722795,2024,11,28,3,0,4,48,Evening,1,21:00,Long,Many,Medium,High,High,0.017159199237368923,0.032411820781696854,0.08198284080076262
333,2024-11-29,18434.0,961.0,11.0,32.0,34.0,3,69.0,12,1004.0,0.05446457632635348,0.05213193012910926,0.0005967234458066616,0.001735922751437561,2024,11,29,4,0,4,48,Morning,1,12:00,Medium,Few,Long,Medium,Medium,0.011446409989594173,0.03329864724245578,0.07804370447450572
334,2024-11-30,15988.0,600.0,28.0,29.0,91.0,15,14.0,15,657.0,0.041093319989992494,0.03752814610958219,0.0017513134851138354,0.0018138603952964725,2024,11,30,5,1,4,48,Afternoon,1,15:00,Long,Excessive,Short,Low,Low,0.04666666666666667,0.04833333333333333,0.14333333333333334
335,2024-12-01,22520.0,1187.0,15.0,26.0,98.0,3,23.0,21,1228.0,0.05452930728241563,0.052708703374777975,0.0006660746003552398,0.0011545293072824157,2024,12,1,6,1,4,48,Evening,1,21:00,Long,Few,Medium,High,Very_High,0.012636899747262006,0.02190395956192081,0.05644481887110362
336,2024-12-02,25243.0,1400.0,27.0,14.0,36.0,9,27.0,12,1441.0,0.05708513251198352,0.0554609198589708,0.0010696034544230083,0.000554609198589708,2024,12,2,0,0,4,49,Morning,1,12:00,Medium,Many,Medium,Very_High,Very_High,0.019285714285714285,0.01,0.039285714285714285
337,2024-12-03,26923.0,1517.0,10.0,36.0,44.0,3,23.0,15,1563.0,0.05805445158414738,0.056345875273929355,0.0003714296326560933,0.0013371466775619358,2024,12,3,1,0,4,49,Afternoon,1,15:00,Medium,Few,Medium,Very_High,Very_High,0.0065919578114700065,0.023731048121292023,0.05405405405405406
338,2024-12-04,20680.0,903.0,22.0,26.0,117.0,15,18.0,12,951.0,0.04598646034816248,0.04366537717601547,0.0010638297872340426,0.0012572533849129594,2024,12,4,2,0,4,49,Morning,1,12:00,Long,Excessive,Short,Medium,Medium,0.024363233665559248,0.028792912513842746,0.08194905869324474
339,2024-12-05,19488.0,1006.0,12.0,25.0,22.0,12,32.0,8,1043.0,0.053520114942528736,0.05162151067323481,0.0006157635467980296,0.0012828407224958949,2024,12,5,3,0,4,49,Morning,1,,Short,Excessive,Medium,Medium,Medium,0.011928429423459244,0.02485089463220676,0.061630218687872766
340,2024-12-06,19841.0,809.0,26.0,51.0,107.0,8,34.0,10,886.0,0.04465500730809939,0.04077415452850159,0.0013104178216823748,0.0025704349579154274,2024,12,6,4,0,4,49,Morning,1,10:00,Long,Many,Medium,Medium,Low,0.032138442521631644,0.0630407911001236,0.15822002472187885
341,2024-12-07,19848.0,956.0,24.0,23.0,74.0,10,15.0,18,1003.0,0.050534058847239015,0.048166062071745265,0.0012091898428053204,0.001158806932688432,2024,12,7,5,1,4,49,Afternoon,1,18:00,Long,Many,Short,Medium,Medium,0.02510460251046025,0.02405857740585774,0.07322175732217573
342,2024-12-08,23329.0,1172.0,18.0,38.0,79.0,4,73.0,10,1228.0,0.0526383471216083,0.0502379013245317,0.00077157186334605,0.00162887393373055,2024,12,8,6,1,4,49,Morning,1,10:00,Long,Moderate,Long,Very_High,Very_High,0.015358361774744027,0.032423208191126277,0.08020477815699659
343,2024-12-09,21739.0,1171.0,18.0,23.0,68.0,3,38.0,20,1212.0,0.05575233451400709,0.05386632319793919,0.0008280049680298081,0.0010580063480380882,2024,12,9,0,0,4,50,Evening,1,20:00,Long,Few,Medium,High,High,0.015371477369769428,0.01964133219470538,0.05465414175918019
344,2024-12-10,22437.0,1161.0,12.0,26.0,100.0,5,19.0,10,1199.0,0.05343851673574899,0.05174488567990373,0.0005348308597406071,0.0011588001961046486,2024,12,10,1,0,4,50,Morning,1,10:00,Long,Moderate,Short,High,High,0.0103359173126615,0.02239448751076658,0.05512489233419466
345,2024-12-11,16122.0,687.0,13.0,16.0,103.0,14,52.0,12,716.0,0.04441136335442253,0.04261257908448084,0.000806351569284208,0.0009924327006574866,2024,12,11,2,0,4,50,Morning,1,12:00,Long,Excessive,Long,Low,Low,0.018922852983988356,0.023289665211062592,0.06550218340611354
346,2024-12-12,21025.0,1039.0,17.0,29.0,109.0,5,69.0,8,1085.0,0.05160523186682521,0.04941736028537455,0.0008085612366230678,0.001379310344827586,2024,12,12,3,0,4,50,Morning,1,,Long,Moderate,Long,High,High,0.016361886429258902,0.02791145332050048,0.07218479307025986
347,2024-12-13,20480.0,902.0,27.0,39.0,95.0,9,25.0,10,968.0,0.047265625,0.04404296875,0.001318359375,0.001904296875,2024,12,13,4,0,4,50,Morning,1,10:00,Long,Many,Medium,Medium,Medium,0.02993348115299335,0.043237250554323724,0.1164079822616408
348,2024-12-14,16049.0,789.0,17.0,15.0,85.0,6,57.0,20,821.0,0.051155835254532996,0.0491619415539909,0.0010592560284129852,0.0009346376721291046,2024,12,14,5,1,4,50,Evening,1,20:00,Long,Moderate,Long,Low,Low,0.021546261089987327,0.019011406844106463,0.059569074778200254
349,2024-12-15,22735.0,1043.0,23.0,37.0,114.0,8,21.0,10,1103.0,0.04851550472839235,0.04587640202331207,0.0010116560369474378,0.001627446668132835,2024,12,15,6,1,4,50,Morning,1,10:00,Long,Many,Medium,High,High,0.02205177372962608,0.03547459252157239,0.09300095877277086
350,2024-12-16,23466.0,1251.0,16.0,30.0,48.0,5,74.0,12,1297.0,0.0552714565754709,0.05331117361288673,0.0006818375522031876,0.0012784454103809768,2024,12,16,0,0,4,51,Morning,1,12:00,Medium,Moderate,Long,Very_High,Very_High,0.012789768185451638,0.023980815347721823,0.060751398880895285
351,2024-12-17,18290.0,910.0,14.0,16.0,101.0,8,19.0,10,940.0,0.05139420448332422,0.04975396391470749,0.0007654455986878076,0.0008747949699289229,2024,12,17,1,0,4,51,Morning,1,10:00,Long,Many,Short,Low,Medium,0.015384615384615385,0.017582417582417582,0.05054945054945055
352,2024-12-18,23182.0,1213.0,27.0,34.0,58.0,4,58.0,10,1274.0,0.05495643171426107,0.05232507980329566,0.0011646967474764904,0.001466655163488914,2024,12,18,2,0,4,51,Morning,1,10:00,Medium,Moderate,Long,High,Very_High,0.02225886232481451,0.028029678483099753,0.07831821929101401
353,2024-12-19,16624.0,708.0,25.0,22.0,98.0,9,25.0,21,755.0,0.0454162656400385,0.04258902791145332,0.0015038498556304138,0.0013233878729547641,2024,12,19,3,0,4,51,Evening,1,21:00,Long,Many,Medium,Low,Low,0.03531073446327684,0.031073446327683617,0.09745762711864407
354,2024-12-20,17077.0,769.0,30.0,41.0,53.0,3,38.0,12,840.0,0.049188967617262984,0.045031328687708615,0.001756748843473678,0.0024008900860806935,2024,12,20,4,0,4,51,Morning,1,12:00,Medium,Few,Medium,Low,Low,0.03901170351105332,0.053315994798439535,0.14564369310793238
355,2024-12-21,18855.0,918.0,19.0,23.0,90.0,5,10.0,18,960.0,0.05091487669053302,0.0486873508353222,0.001007690267833466,0.0012198355873773534,2024,12,21,5,1,4,51,Afternoon,1,18:00,Long,Moderate,Short,Medium,Medium,0.020697167755991286,0.02505446623093682,0.07080610021786492
356,2024-12-22,20860.0,942.0,24.0,33.0,104.0,8,69.0,21,999.0,0.04789069990412272,0.04515819750719079,0.0011505273250239693,0.0015819750719079579,2024,12,22,6,1,4,51,Evening,1,21:00,Long,Many,Long,High,Medium,0.025477707006369428,0.03503184713375796,0.09554140127388536
357,2024-12-23,25188.0,1145.0,28.0,49.0,92.0,11,78.0,20,1222.0,0.048515165952040654,0.04545815467683024,0.0011116404637128792,0.0019453708114975385,2024,12,23,0,0,4,52,Evening,1,20:00,Long,Excessive,Long,Very_High,Very_High,0.02445414847161572,0.04279475982532751,0.11004366812227075
358,2024-12-24,26412.0,1336.0,30.0,31.0,56.0,12,18.0,10,1397.0,0.05289262456459185,0.050583068302286836,0.0011358473421172195,0.0011737089201877935,2024,12,24,1,0,4,52,Morning,1,10:00,Medium,Excessive,Short,Very_High,Very_High,0.02245508982035928,0.023203592814371257,0.0688622754491018
359,2024-12-25,13580.0,669.0,12.0,22.0,51.0,3,69.0,15,703.0,0.05176730486008837,0.04926362297496318,0.0008836524300441826,0.0016200294550810016,2024,12,25,2,0,4,52,Afternoon,1,15:00,Medium,Few,Long,Low,Low,0.017937219730941704,0.03288490284005979,0.08370702541106129
360,2024-12-26,21764.0,1102.0,26.0,36.0,31.0,7,32.0,15,1164.0,0.05348281565888623,0.05063407461863628,0.0011946333394596581,0.001654107700790296,2024,12,26,3,0,4,52,Afternoon,1,15:00,Medium,Many,Medium,High,High,0.023593466424682397,0.032667876588021776,0.08892921960072596
361,2024-12-27,15186.0,600.0,21.0,28.0,119.0,8,62.0,15,649.0,0.04273673119978928,0.039510075069142635,0.001382852627419992,0.001843803503226656,2024,12,27,4,0,4,52,Afternoon,1,15:00,Long,Many,Long,Low,Low,0.035,0.04666666666666667,0.12833333333333333
362,2024-12-28,20311.0,967.0,12.0,44.0,50.0,9,12.0,12,1023.0,0.0503667963172665,0.047609669637142436,0.0005908128600265865,0.0021663138200974843,2024,12,28,5,1,4,52,Morning,1,12:00,Medium,Many,Short,Medium,Medium,0.012409513960703205,0.045501551189245086,0.10341261633919338
363,2024-12-29,24181.0,1190.0,28.0,32.0,102.0,5,31.0,15,1250.0,0.05169347835077127,0.04921219138993425,0.0011579339150572764,0.0013233530457797443,2024,12,29,6,1,4,52,Afternoon,1,15:00,Long,Moderate,Medium,Very_High,Very_High,0.023529411764705882,0.02689075630252101,0.0773109243697479
